timestamp,ticker,side,strategy,quantity,reference_price,parent_order_id,parent_date,parent_quantity,parent_start_time,parent_end_time,participation_cap,notional,source_csv
2026-04-28 11:15:00-04:00,SPY,buy,VWAP,22718.4,710.6400146484375,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,16144604.108789064,data/processed/SPY_5d_5m.csv
2026-04-28 11:20:00-04:00,SPY,buy,VWAP,7894.6525276882,710.25,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,5607176.957790544,data/processed/SPY_5d_5m.csv
2026-04-28 11:25:00-04:00,SPY,buy,VWAP,6291.7217133916765,709.9000244140625,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,4466493.397943239,data/processed/SPY_5d_5m.csv
2026-04-28 11:30:00-04:00,SPY,buy,VWAP,43739.0,709.6900024414062,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,31041131.016784668,data/processed/SPY_5d_5m.csv
2026-04-28 11:35:00-04:00,SPY,buy,VWAP,26800.600000000002,709.8900146484375,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,19025478.326586917,data/processed/SPY_5d_5m.csv
2026-04-28 11:40:00-04:00,SPY,buy,VWAP,4647.779967912701,709.8099975585938,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,3299040.687676995,data/processed/SPY_5d_5m.csv
2026-04-28 11:45:00-04:00,SPY,buy,VWAP,31537.4,709.5698852539062,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,22377989.299206544,data/processed/SPY_5d_5m.csv
2026-04-28 11:50:00-04:00,SPY,buy,VWAP,8733.125176091984,709.8499755859375,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,6199208.693037831,data/processed/SPY_5d_5m.csv
2026-04-28 11:55:00-04:00,SPY,buy,VWAP,5391.699690375998,709.97998046875,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,3827998.840866517,data/processed/SPY_5d_5m.csv
2026-04-28 12:00:00-04:00,SPY,buy,VWAP,24573.2,710.159912109375,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,17450901.552246094,data/processed/SPY_5d_5m.csv
2026-04-28 12:05:00-04:00,SPY,buy,VWAP,11088.32937415859,710.2899780273438,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,7875929.227531055,data/processed/SPY_5d_5m.csv
2026-04-28 12:10:00-04:00,SPY,buy,VWAP,7352.773490231826,710.4299926757812,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,5223630.816812075,data/processed/SPY_5d_5m.csv
2026-04-28 12:15:00-04:00,SPY,buy,VWAP,8023.596521372899,710.3350219726562,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,5699441.6113091465,data/processed/SPY_5d_5m.csv
2026-04-28 12:20:00-04:00,SPY,buy,VWAP,7819.566505411349,710.5,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,5555802.002094763,data/processed/SPY_5d_5m.csv
2026-04-28 12:25:00-04:00,SPY,buy,VWAP,7675.323350833205,710.3200073242188,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,5451935.7387795895,data/processed/SPY_5d_5m.csv
2026-04-28 12:30:00-04:00,SPY,buy,VWAP,6034.612727034069,709.8201293945312,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00,0.1,4283489.586749208,data/processed/SPY_5d_5m.csv
